Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP010722,,,1,Not Graduate,,7451,3022,112,120,1,Rural,N
LP010723,Male,,3,Graduate,Yes,15000,3750,192,240,1,Urban,Y
LP010724,Male,No,2,Graduate,Yes,11000,1030,285,60,,Urban,Y
LP010725,Male,Yes,3,Graduate,No,3052,800,97,480,,Urban,Y
LP010726,Male,Yes,1,Not Graduate,No,2132,2500,152,180,1,Semiurban,Y
LP010727,Male,No,0,Graduate,No,150,983,600,,,Semiurban,Y
LP010728,Male,No,1,Not Graduate,,5786,0,228,180,,Rural,N
LP010729,Male,No,3,Graduate,Yes,2383,800,83,84,1,Semiurban,Y
LP010730,Female,No,2,Graduate,Yes,3500,4167,75,120,0,Rural,Y
LP010731,,,2,Graduate,Yes,4950,1451,72,240,,Urban,N
LP010732,Male,Yes,3,Graduate,No,4300,4000,128,300,,Urban,N
LP010733,Female,,2,Not Graduate,Yes,1625,1250,99,360,0,Rural,N
LP010734,Female,Yes,,Not Graduate,Yes,15000,2083,225,180,0,Urban,N
LP010735,,Yes,0,Graduate,Yes,2237,3022,300,360,0,Rural,Y
LP010736,Male,No,0,Not Graduate,No,2333,2500,114,120,1,Rural,Y
LP010737,,,0,Graduate,Yes,1977,2250,495,360,0,Rural,N
LP010738,Male,No,2,Graduate,No,10000,830,150,180,1,Semiurban,Y
LP010739,Female,,2,Graduate,Yes,3073,700,152,480,0,Rural,N
LP010740,Female,Yes,1,Graduate,Yes,2178,900,349,,0,Rural,Y
LP010741,Female,No,1,Not Graduate,Yes,2500,4983,650,360,1,Rural,Y
LP010742,Female,No,0,Graduate,No,1000,2142,74,480,1,Semiurban,Y
LP010743,,Yes,,Graduate,No,2132,3369,95,480,0,Urban,N
LP010744,Male,Yes,1,Not Graduate,Yes,150,2083,600,84,0,Semiurban,N
LP010745,Male,Yes,1,Graduate,,8000,4866,17,,0,Rural,Y
LP010746,,No,2,Not Graduate,No,3416,3333,115,300,,Semiurban,Y
LP010747,Male,,,Graduate,No,7451,3440,128,180,0,Urban,N
LP010748,Female,No,0,Graduate,Yes,2178,1516,98,240,1,Urban,N
LP010749,Male,,1,Graduate,,5500,1250,109,240,,Rural,Y
LP010750,Female,No,,Graduate,Yes,8000,3500,100,360,1,Urban,Y
LP010751,,No,,Graduate,No,3000,1516,100,,,Semiurban,N
LP010752,Male,Yes,0,Graduate,No,2875,5266,275,360,,Semiurban,Y
LP010753,,,,Not Graduate,Yes,5667,983,85,,1,Urban,N
LP010754,Male,No,,Graduate,Yes,2132,1213,155,180,,Rural,N
LP010755,Female,No,,Not Graduate,,9323,900,312,180,1,Rural,Y
LP010756,,Yes,1,Not Graduate,,2340,3583,240,300,0,Semiurban,Y
LP010757,Male,Yes,0,Graduate,No,3250,4196,330,480,,Urban,Y
LP010758,Female,,,Not Graduate,,2147,1500,97,,1,Semiurban,N
LP010759,,No,,Graduate,,6250,7210,320,60,,Semiurban,N
LP010760,,,1,Not Graduate,No,4950,4300,122,60,1,Semiurban,N
LP010761,Male,No,0,Graduate,No,2577,4300,255,480,0,Rural,Y
LP010762,Male,,2,Not Graduate,No,1000,1590,113,360,0,Urban,Y
LP010763,Male,Yes,1,Not Graduate,No,2400,4417,122,,,Urban,N
LP010764,Female,No,0,Graduate,Yes,5042,4486,228,120,,Rural,N
LP010765,Male,,,Not Graduate,No,15000,2667,267,240,1,Semiurban,Y
LP010766,,Yes,0,Graduate,No,7200,1640,66,120,1,Semiurban,N
LP010767,,Yes,0,Graduate,No,4950,1250,370,240,,Rural,Y
LP010768,Male,,0,Graduate,,8666,3369,99,60,1,Urban,Y
LP010769,Male,No,2,Graduate,No,2333,3022,144,180,1,Rural,N
LP010770,,No,0,Graduate,Yes,4166,4167,88,300,1,Urban,N
LP010771,Female,Yes,2,Not Graduate,Yes,2132,1516,67,84,,Urban,N
LP010772,Male,No,,Not Graduate,No,3666,4595,80,360,0,Urban,N
LP010773,Male,No,2,Not Graduate,Yes,9323,4000,240,480,0,Semiurban,N
LP010774,,No,,Graduate,,3800,2142,144,60,1,Semiurban,Y
LP010775,Male,Yes,,Not Graduate,No,4166,3449,139,180,,Rural,N
LP010776,Female,,2,Not Graduate,Yes,3666,983,180,180,1,Rural,Y
LP010777,,No,1,Not Graduate,Yes,11000,1083,140,240,0,Semiurban,N
LP010778,Male,Yes,3,Not Graduate,No,12000,4196,104,180,1,Rural,N
LP010779,,Yes,0,Not Graduate,Yes,8000,3333,95,,0,Semiurban,N
LP010780,Male,,3,Graduate,No,5786,1800,133,360,,Semiurban,N
LP010781,Male,No,0,Graduate,Yes,7200,1640,25,84,1,Urban,N
LP010782,Male,No,0,Not Graduate,,3750,1459,376,60,,Urban,N
LP010783,Female,,,Graduate,Yes,2491,1868,93,,1,Semiurban,Y
LP010784,Female,,0,Graduate,Yes,5500,3369,136,60,1,Urban,N
LP010785,,Yes,0,Not Graduate,No,2071,5250,125,300,1,Semiurban,N
LP010786,Male,Yes,2,Not Graduate,Yes,3846,4595,93,84,1,Urban,N
LP010787,Male,,3,Graduate,No,2237,1964,290,180,1,Rural,N
LP010788,Female,No,2,Not Graduate,,2340,3449,350,300,,Rural,Y
LP010789,Male,Yes,0,Graduate,No,7333,2330,290,240,,Semiurban,Y
LP010790,Female,Yes,,Graduate,No,2014,3369,208,300,0,Semiurban,Y
LP010791,Male,No,2,Not Graduate,Yes,3500,800,201,120,1,Urban,Y
LP010792,,Yes,2,Graduate,,7100,1300,158,240,0,Urban,Y
LP010793,Male,No,1,Graduate,No,2147,2045,85,84,,Semiurban,Y
LP010794,Male,No,0,Graduate,Yes,2000,1590,110,360,0,Rural,N
LP010795,Female,No,,Not Graduate,Yes,2799,2750,115,120,,Rural,N
LP010796,Male,,2,Not Graduate,No,2400,1500,137,60,1,Semiurban,Y
LP010797,Male,,2,Not Graduate,Yes,3522,3333,285,480,0,Rural,N
LP010798,Female,,,Not Graduate,No,5000,6250,275,480,0,Semiurban,N
LP010799,,No,0,Graduate,No,3167,688,131,120,0,Urban,N
LP010800,,No,1,Not Graduate,No,2439,830,94,360,0,Rural,N
LP010801,Female,,2,Not Graduate,,3800,7750,47,,1,Rural,N
LP010802,Female,Yes,1,Not Graduate,No,2183,2750,201,480,,Urban,Y
LP010803,Female,No,3,Not Graduate,Yes,10513,4866,175,120,,Urban,Y
LP010804,Female,Yes,0,Graduate,,2875,3022,88,84,1,Rural,Y
LP010805,Female,Yes,3,Graduate,Yes,2000,2142,112,360,,Rural,Y
LP010806,,No,3,Graduate,,3666,0,95,360,0,Semiurban,Y
LP010807,,No,3,Not Graduate,,24763,2583,95,,1,Semiurban,Y
LP010808,Female,Yes,0,Not Graduate,,9323,5701,175,240,,Rural,N
LP010809,Male,Yes,0,Graduate,,6080,1929,158,180,1,Semiurban,Y
LP010810,Female,,,Not Graduate,Yes,3000,2531,124,480,1,Urban,N
LP010811,Male,,1,Not Graduate,No,2666,1213,182,180,,Semiurban,N
LP010812,Female,No,1,Graduate,Yes,4583,5266,208,180,,Semiurban,Y
LP010813,Female,,,Graduate,No,5266,700,201,84,1,Rural,Y
LP010814,,,,Not Graduate,Yes,3189,3750,118,60,1,Semiurban,Y
LP010815,Male,,3,Not Graduate,,5417,900,154,180,,Rural,N
LP010816,Male,,,Not Graduate,,2875,4167,25,360,1,Rural,Y
LP010817,,Yes,2,Graduate,No,5042,983,72,,,Rural,Y
LP010818,,No,1,Graduate,No,3200,736,110,,1,Urban,Y
LP010819,,,,Graduate,Yes,2266,4595,187,60,1,Semiurban,N
LP010820,,Yes,2,Graduate,No,5500,1083,80,240,1,Semiurban,Y
LP010821,Male,Yes,2,Not Graduate,Yes,2483,2330,600,360,,Semiurban,Y
LP010822,Male,Yes,2,Graduate,No,1863,1666,106,360,0,Rural,N
LP010823,Female,,2,Graduate,No,3416,4750,104,300,,Urban,N
LP010824,Female,,3,Not Graduate,No,2000,1964,308,180,1,Rural,N
LP010825,,No,2,Not Graduate,,2000,2045,98,120,0,Semiurban,Y
LP010826,,,3,Not Graduate,,2708,3750,312,,0,Rural,Y
LP010827,,,3,Graduate,Yes,2439,3600,78,180,1,Rural,N
LP010828,Female,Yes,2,Not Graduate,No,2479,1451,180,480,,Semiurban,Y
LP010829,Female,No,1,Not Graduate,Yes,2645,4300,88,60,0,Rural,N
LP010830,Female,,2,Graduate,No,4000,6250,290,360,0,Rural,N
LP010831,Female,,2,Graduate,,2853,3167,113,300,,Urban,N
LP010832,Female,Yes,2,Not Graduate,,5500,2900,350,60,,Rural,N
LP010833,Female,Yes,1,Graduate,No,6747,5750,140,180,0,Urban,N
LP010834,Female,,0,Not Graduate,No,3167,3500,113,240,,Semiurban,Y
LP010835,,No,0,Not Graduate,,24763,4417,75,480,0,Urban,Y
LP010836,,No,3,Graduate,,3333,1929,78,180,1,Rural,Y
LP010837,,Yes,3,Not Graduate,Yes,5266,1868,128,120,,Semiurban,Y
LP010838,,Yes,1,Graduate,,4166,1590,106,84,0,Rural,N
LP010839,Female,,,Graduate,No,1977,5750,99,180,,Rural,Y
LP010840,Male,Yes,0,Graduate,Yes,8666,800,125,180,,Urban,N
LP010841,Female,,3,Not Graduate,No,2333,3750,125,240,0,Rural,N
LP010842,Male,No,0,Graduate,Yes,3666,7750,166,360,1,Urban,Y
LP010843,,No,1,Graduate,No,3600,4983,124,,0,Semiurban,Y
LP010844,Female,,1,Not Graduate,,2718,2791,106,84,,Semiurban,N
LP010845,,Yes,,Not Graduate,No,2875,1083,376,240,0,Rural,Y
LP010846,Female,No,,Not Graduate,Yes,7100,6250,75,,,Urban,Y
LP010847,,Yes,1,Not Graduate,No,2340,2133,116,120,0,Rural,Y
LP010848,Male,No,3,Graduate,Yes,3083,1250,96,60,1,Rural,Y
LP010849,Male,,0,Graduate,No,3416,7210,184,84,1,Rural,N
LP010850,Male,,2,Graduate,,8000,985,75,300,1,Rural,N
LP010851,Female,,,Not Graduate,,10000,1929,267,240,1,Urban,Y
LP010852,Male,No,2,Not Graduate,No,2500,2416,70,60,0,Rural,N
LP010853,Female,Yes,3,Graduate,No,2178,1929,88,60,1,Semiurban,N
LP010854,Male,Yes,,Not Graduate,No,2301,2083,150,180,0,Urban,Y
LP010855,Male,Yes,2,Not Graduate,Yes,3366,1590,133,180,,Rural,Y
LP010856,Female,No,3,Graduate,No,3625,2667,150,300,,Urban,N
LP010857,Female,No,0,Graduate,No,6080,3583,158,300,,Rural,N
LP010858,Male,No,3,Not Graduate,Yes,4843,3263,113,300,1,Semiurban,N
LP010859,Female,No,,Not Graduate,,8000,3066,141,60,1,Semiurban,Y
LP010860,Male,No,1,Not Graduate,No,4950,2791,490,,1,Semiurban,N
LP010861,Female,Yes,0,Graduate,No,4583,4417,109,360,,Urban,N
LP010862,,No,2,Graduate,,2479,3167,110,360,,Semiurban,Y
LP010863,,No,,Graduate,,2333,3449,70,360,,Rural,N
LP010864,,Yes,1,Graduate,Yes,2491,4866,94,84,,Rural,Y
LP010865,,No,3,Graduate,No,7100,1516,285,84,0,Rural,Y
LP010866,,Yes,1,Not Graduate,No,3366,5701,98,300,0,Urban,N
LP010867,Male,Yes,,Not Graduate,Yes,1977,4000,200,360,1,Urban,Y
LP010868,,,,Not Graduate,,2483,2583,267,120,1,Semiurban,Y
LP010869,,,1,Graduate,Yes,4843,7750,285,180,,Urban,N
LP010870,,,3,Graduate,,1977,2045,120,120,0,Rural,Y
LP010871,,,1,Graduate,Yes,2071,1868,180,360,0,Rural,N
LP010872,Female,No,,Not Graduate,,3416,5750,128,360,1,Rural,Y
LP010873,Male,,,Graduate,Yes,12841,2383,150,180,0,Urban,Y
LP010874,,Yes,2,Graduate,,2583,1213,208,360,1,Rural,N
LP010875,,No,2,Not Graduate,,12000,2750,83,240,,Semiurban,N
LP010876,,,0,Graduate,,2275,2853,35,60,,Urban,N
LP010877,Male,Yes,,Not Graduate,,3750,983,267,180,1,Rural,Y
LP010878,Female,No,2,Graduate,,10513,3806,192,360,,Rural,N
LP010879,Male,No,1,Graduate,No,3167,1590,124,84,,Urban,Y
LP010880,Female,,3,Not Graduate,,2577,3440,154,84,0,Urban,N
LP010881,,No,1,Not Graduate,No,11000,2000,104,60,0,Semiurban,Y
LP010882,,Yes,3,Not Graduate,,2583,1459,63,84,0,Urban,N
LP010883,Male,No,2,Not Graduate,No,2147,3333,98,480,0,Rural,Y
LP010884,Male,Yes,0,Not Graduate,No,11000,1590,63,480,0,Semiurban,N
LP010885,Female,No,1,Not Graduate,Yes,1800,3583,144,480,1,Rural,Y
LP010886,Female,,1,Graduate,,6747,1929,112,60,1,Rural,Y
LP010887,Male,Yes,1,Graduate,Yes,12000,1590,81,60,0,Rural,Y
LP010888,Female,No,3,Not Graduate,Yes,2491,1516,376,180,,Urban,Y
LP010889,Male,No,2,Graduate,,3167,3167,59,300,,Urban,N
LP010890,Female,No,1,Not Graduate,Yes,6250,983,93,480,1,Rural,Y
LP010891,Male,Yes,1,Graduate,,12000,1590,349,84,1,Urban,N
LP010892,Male,Yes,0,Not Graduate,Yes,2439,5063,55,120,1,Rural,Y
LP010893,Male,Yes,0,Graduate,,10513,5701,55,300,,Urban,N
LP010894,Female,,2,Graduate,,6747,2142,155,180,1,Urban,Y
LP010895,Female,,2,Graduate,,13650,4000,192,84,,Urban,Y
LP010896,Female,Yes,,Graduate,No,3750,3806,104,360,1,Semiurban,N
LP010897,Male,No,0,Graduate,Yes,5500,5063,74,180,,Urban,N
LP010898,Female,,,Not Graduate,No,5417,7210,67,480,1,Semiurban,Y
LP010899,Female,Yes,3,Not Graduate,Yes,2237,4000,312,480,1,Semiurban,N
LP010900,Male,No,,Not Graduate,Yes,2147,4417,210,360,,Semiurban,N
LP010901,,,1,Graduate,Yes,1800,3806,349,,1,Rural,N
LP010902,Male,No,,Not Graduate,No,5000,3263,83,180,0,Urban,Y
LP010903,Female,No,2,Graduate,Yes,24763,1213,490,360,,Rural,N
LP010904,Male,No,3,Graduate,No,6400,3167,94,60,1,Semiurban,Y
LP010905,,No,1,Graduate,,13650,985,166,180,,Urban,N
LP010906,Male,,,Not Graduate,Yes,2666,5750,25,84,1,Rural,N
LP010907,Female,,3,Graduate,Yes,2395,1030,495,,0,Semiurban,Y
LP010908,,,3,Not Graduate,,6080,754,93,240,1,Rural,N
LP010909,Female,Yes,1,Not Graduate,,8666,983,350,120,1,Rural,N
LP010910,,,,Graduate,Yes,3083,3066,285,180,0,Urban,N
LP010911,,No,3,Graduate,,5000,985,182,300,,Urban,N
LP010912,Male,,3,Not Graduate,No,11000,500,495,60,1,Rural,N
LP010913,Male,No,0,Not Graduate,No,3189,5654,290,360,1,Urban,N
LP010914,Female,Yes,3,Not Graduate,Yes,3333,1929,97,480,0,Urban,N
LP010915,Male,No,0,Not Graduate,No,3500,6000,55,360,,Rural,Y
LP010916,Male,No,,Not Graduate,No,4583,3263,112,360,,Urban,Y
LP010917,,No,,Not Graduate,Yes,5417,5750,158,,0,Urban,Y
LP010918,Male,Yes,,Graduate,,8666,1300,267,180,0,Semiurban,Y
LP010919,,,2,Not Graduate,Yes,3416,2250,168,360,1,Urban,Y
LP010920,,,,Not Graduate,No,7333,2133,176,,0,Semiurban,N
LP010921,,Yes,3,Not Graduate,Yes,2071,700,124,240,0,Rural,Y
LP010922,Female,No,1,Not Graduate,Yes,2853,7210,330,84,0,Semiurban,Y
LP010923,Female,,0,Graduate,No,5266,3583,436,240,,Rural,N
LP010924,Female,Yes,2,Graduate,No,3083,1666,192,180,0,Urban,Y
LP010925,,,,Not Graduate,Yes,2237,5063,118,480,1,Urban,N
LP010926,Female,Yes,,Not Graduate,No,2275,4196,154,240,1,Semiurban,N
LP010927,Female,No,1,Not Graduate,No,8333,2000,124,,1,Rural,Y
LP010928,Male,,1,Graduate,No,6250,2583,192,,0,Urban,Y
LP010929,Female,Yes,2,Graduate,No,2340,5750,106,120,,Semiurban,N
LP010930,Female,,0,Graduate,No,2395,1590,113,300,0,Semiurban,N
LP010931,,,,Graduate,No,2927,3449,350,300,0,Semiurban,Y
LP010932,,,2,Graduate,,2439,700,136,180,1,Urban,N
LP010933,,,3,Graduate,Yes,6080,2250,35,120,0,Rural,Y
LP010934,,Yes,3,Not Graduate,No,20166,700,255,60,,Urban,Y
LP010935,,No,2,Graduate,Yes,2473,985,225,360,1,Urban,Y
LP010936,,Yes,,Graduate,,2183,2416,290,240,,Rural,Y
LP010937,Female,Yes,2,Not Graduate,No,4166,3369,136,360,,Semiurban,N
LP010938,,Yes,,Graduate,Yes,2875,4595,44,60,,Urban,N
LP010939,,No,1,Not Graduate,No,3600,3369,141,480,0,Semiurban,Y
LP010940,Male,,2,Graduate,No,9323,754,80,120,0,Semiurban,Y
LP010941,Female,,,Not Graduate,No,4166,2791,88,360,0,Rural,N
LP010942,Female,,2,Not Graduate,No,5042,5266,109,120,0,Rural,N
LP010943,Female,No,2,Not Graduate,No,2383,1300,104,120,1,Rural,N
LP010944,,,,Not Graduate,No,10513,1666,140,,0,Semiurban,N
LP010945,,No,,Not Graduate,No,4000,5266,104,84,1,Semiurban,N
LP010946,,,0,Graduate,,1000,700,285,180,,Urban,Y
LP010947,Male,,2,Graduate,,7451,2133,75,300,1,Semiurban,Y
LP010948,,Yes,3,Not Graduate,No,3052,4000,44,120,0,Rural,Y
LP010949,Male,No,2,Not Graduate,No,4583,2416,320,360,1,Rural,Y
LP010950,Female,Yes,2,Not Graduate,,2395,2133,76,360,0,Rural,N
LP010951,,Yes,,Graduate,,4950,2000,141,240,0,Rural,N
LP010952,Male,Yes,2,Not Graduate,,15000,2383,139,120,1,Semiurban,Y
LP010953,Male,No,2,Not Graduate,No,2400,1330,133,84,1,Rural,Y
LP010954,,No,3,Not Graduate,Yes,7451,688,192,180,,Urban,N
LP010955,Female,,,Not Graduate,Yes,2200,5250,349,180,,Semiurban,Y
LP010956,Female,Yes,2,Graduate,Yes,3200,1964,240,480,,Rural,Y
LP010957,Female,,1,Not Graduate,Yes,150,1590,122,480,,Urban,N
LP010958,Male,Yes,0,Not Graduate,No,3600,4300,67,240,,Rural,N
LP010959,Male,No,3,Graduate,Yes,12841,736,74,300,1,Semiurban,N
LP010960,Male,No,2,Not Graduate,,4166,1868,308,480,,Semiurban,Y
LP010961,Male,No,1,Not Graduate,,2799,3449,290,60,1,Urban,N
LP010962,Female,Yes,2,Graduate,Yes,2645,4000,67,240,,Semiurban,N
LP010963,,No,2,Graduate,,3083,4000,80,180,0,Urban,Y
LP010964,Male,Yes,,Graduate,No,2147,0,175,180,,Rural,N
LP010965,Male,,,Not Graduate,Yes,1928,500,650,84,0,Semiurban,Y
LP010966,Female,Yes,,Not Graduate,Yes,2666,4486,125,60,1,Rural,Y
LP010967,,,1,Graduate,No,6250,1843,78,300,,Rural,Y
LP010968,,Yes,2,Graduate,,3333,4983,122,360,1,Semiurban,Y
LP010969,Female,,0,Graduate,No,3000,830,110,240,,Rural,N
LP010970,Female,No,3,Not Graduate,No,8000,688,140,480,1,Urban,Y
LP010971,,,,Not Graduate,,2000,1459,47,,,Urban,N
LP010972,Male,No,,Graduate,No,5417,2133,70,84,,Urban,N
LP010973,,No,2,Not Graduate,,3052,2142,35,180,0,Semiurban,N
LP010974,Female,,2,Graduate,,2799,2330,308,,1,Rural,N
LP010975,Male,Yes,1,Not Graduate,No,6250,1590,141,240,1,Rural,N
LP010976,Male,Yes,1,Not Graduate,,2479,3440,700,120,1,Rural,Y
LP010977,Female,Yes,,Not Graduate,No,1625,0,104,300,1,Rural,N
LP010978,Female,Yes,2,Not Graduate,,10513,4750,94,120,1,Urban,Y
LP010979,Female,Yes,0,Graduate,Yes,4843,4417,50,240,0,Semiurban,Y
LP010980,,No,3,Not Graduate,,6250,700,30,120,,Urban,Y
LP010981,,Yes,2,Not Graduate,,2483,1800,125,300,0,Urban,N
LP010982,Male,No,2,Graduate,No,3167,3806,495,240,1,Semiurban,N
LP010983,Female,No,1,Not Graduate,,7333,4750,25,,1,Semiurban,N
LP010984,Male,No,3,Graduate,Yes,13650,2583,255,120,,Urban,N
LP010985,Male,,,Graduate,Yes,2333,4750,90,300,0,Rural,Y
LP010986,Male,,2,Not Graduate,,3029,2133,155,480,,Semiurban,N
LP010987,Male,No,,Not Graduate,,2718,688,240,360,,Semiurban,N
LP010988,Female,,2,Graduate,Yes,1800,1843,88,300,0,Urban,Y
LP010989,Male,Yes,,Graduate,No,2666,1964,72,84,,Rural,Y
LP010990,Female,Yes,3,Graduate,Yes,2799,2531,436,360,0,Semiurban,Y
LP010991,Female,No,1,Not Graduate,Yes,20166,2853,70,480,0,Urban,Y
LP010992,,Yes,3,Graduate,,2400,2667,140,60,1,Semiurban,Y
LP010993,Female,No,0,Graduate,,5166,5654,228,,,Rural,Y
LP010994,,No,1,Graduate,Yes,4300,1330,47,180,1,Urban,Y
LP010995,Female,Yes,3,Not Graduate,No,3366,1590,228,480,,Urban,N
LP010996,Female,,0,Graduate,Yes,2183,1451,267,360,,Rural,N
LP010997,Female,Yes,2,Not Graduate,Yes,4843,2045,76,360,1,Urban,Y
LP010998,,Yes,2,Not Graduate,No,8333,800,80,84,1,Rural,Y
LP010999,,No,,Graduate,Yes,3000,985,160,60,1,Urban,N
LP011000,Male,No,1,Not Graduate,Yes,5500,1500,267,180,0,Rural,Y
LP011001,,No,2,Graduate,,2071,7210,255,84,,Semiurban,Y
LP011002,,No,1,Not Graduate,No,2014,4417,114,480,0,Semiurban,Y
LP011003,,,2,Not Graduate,,8000,2791,113,360,,Semiurban,Y
LP011004,,,,Graduate,,7100,3500,137,480,,Urban,Y
LP011005,Male,,3,Graduate,No,8666,6250,99,300,0,Rural,N
LP011006,,No,,Graduate,No,2340,0,200,60,0,Rural,Y
LP011007,Female,No,0,Not Graduate,Yes,9323,4750,94,,,Semiurban,Y
LP011008,Female,No,2,Not Graduate,,5000,1459,137,300,1,Semiurban,Y
LP011009,,,0,Graduate,No,13650,1929,495,60,1,Semiurban,N
LP011010,,No,0,Graduate,,2950,1451,165,60,1,Rural,N
LP011011,Female,Yes,1,Not Graduate,,2200,3333,201,480,1,Semiurban,Y
LP011012,Female,Yes,2,Not Graduate,No,2853,4486,165,300,,Urban,Y
LP011013,Male,No,0,Not Graduate,Yes,5667,3333,75,480,1,Semiurban,Y
LP011014,Female,Yes,3,Graduate,,2500,830,131,480,1,Semiurban,Y
LP011015,Female,Yes,0,Not Graduate,No,9323,2583,700,480,1,Rural,N
LP011016,,,3,Graduate,Yes,2000,2083,267,360,,Urban,N
LP011017,Female,No,1,Not Graduate,,5000,985,275,360,0,Rural,Y
LP011018,Male,No,0,Not Graduate,No,3500,5250,85,180,1,Urban,Y
LP011019,Female,,,Graduate,,2483,1640,600,,,Urban,N
LP011020,,Yes,1,Graduate,No,2439,1330,192,84,,Semiurban,N
LP011021,,Yes,3,Graduate,No,3522,5625,67,,1,Semiurban,Y
LP011022,Female,No,1,Not Graduate,,12841,2667,85,120,0,Rural,Y
LP011023,,Yes,0,Not Graduate,,3250,1083,150,84,0,Rural,Y
LP011024,Male,,2,Not Graduate,No,2132,1843,160,180,0,Rural,N
LP011025,Male,,2,Graduate,Yes,3416,4595,140,240,,Urban,N
LP011026,Female,No,3,Not Graduate,,7451,4000,80,84,1,Rural,N
LP011027,Female,,3,Graduate,No,2147,1250,308,60,1,Urban,N
LP011028,Female,,2,Graduate,No,1000,830,137,240,,Urban,Y
LP011029,,No,3,Graduate,Yes,2340,1330,85,,1,Urban,N
LP011030,Male,,1,Not Graduate,Yes,5417,5654,106,240,1,Urban,N
LP011031,Male,,,Not Graduate,Yes,3750,2853,176,,0,Urban,N
LP011032,,,,Graduate,,4843,2330,104,300,1,Semiurban,Y
LP011033,Male,Yes,1,Not Graduate,No,20166,1590,100,120,1,Urban,N
LP011034,Female,No,,Graduate,No,2340,2000,124,180,,Urban,N
LP011035,Female,No,0,Graduate,No,2400,3440,267,180,,Semiurban,N
LP011036,Female,No,1,Not Graduate,Yes,2645,2250,122,60,0,Semiurban,Y
LP011037,Male,Yes,3,Graduate,No,10000,2133,78,120,,Semiurban,N
LP011038,Female,Yes,1,Graduate,,8333,1330,376,120,0,Rural,Y
LP011039,,No,2,Not Graduate,Yes,2708,3449,312,60,0,Rural,Y
LP011040,,Yes,3,Graduate,Yes,3666,985,72,,1,Urban,N
LP011041,Male,No,2,Graduate,Yes,5500,4196,228,60,0,Urban,Y
LP011042,,Yes,3,Graduate,Yes,2395,5625,175,,1,Urban,N
LP011043,,,,Graduate,,3800,5654,113,60,0,Urban,Y
LP011044,Male,,1,Graduate,No,13650,1213,76,84,,Semiurban,Y
LP011045,Female,No,0,Graduate,,2473,4196,184,84,,Rural,N
LP011046,Female,Yes,3,Graduate,No,150,983,154,300,,Semiurban,N
LP011047,Female,Yes,3,Not Graduate,,3073,2416,99,360,0,Rural,Y
LP011048,Male,,2,Not Graduate,Yes,7100,736,81,60,0,Semiurban,Y
LP011049,,,,Graduate,Yes,2014,1843,114,120,1,Urban,Y
LP011050,Female,Yes,2,Graduate,,5042,2250,350,84,1,Rural,Y
LP011051,Female,Yes,2,Not Graduate,,3500,2250,94,480,1,Urban,N
LP011052,Male,Yes,,Not Graduate,No,3625,1843,25,,1,Rural,Y
LP011053,Female,Yes,0,Not Graduate,,5786,1868,495,84,0,Rural,Y
LP011054,Male,Yes,2,Not Graduate,,2600,1500,255,84,0,Urban,N
LP011055,,Yes,2,Not Graduate,No,3333,800,113,,1,Urban,Y
LP011056,Male,No,3,Graduate,No,8000,3263,308,180,0,Urban,N
LP011057,Male,Yes,,Not Graduate,No,2275,1451,144,240,0,Semiurban,N
LP011058,Male,,1,Not Graduate,,2071,3500,67,,0,Rural,N
LP011059,Male,No,0,Not Graduate,No,1977,1590,144,300,0,Rural,Y
LP011060,,Yes,0,Graduate,Yes,2014,1666,175,,1,Rural,N
LP011061,,,,Graduate,Yes,5166,4167,228,,1,Urban,N
LP011062,Female,No,3,Graduate,Yes,4583,3600,144,360,0,Rural,N
LP011063,,,3,Graduate,,150,2250,95,,,Rural,Y
LP011064,,Yes,,Graduate,Yes,4583,985,166,240,1,Urban,Y
LP011065,Female,Yes,3,Graduate,,5316,1964,187,240,1,Urban,Y
LP011066,,Yes,0,Not Graduate,,7100,2900,275,480,,Rural,Y
LP011067,Male,Yes,0,Graduate,Yes,3333,2583,166,180,1,Semiurban,N
LP011068,Male,No,1,Graduate,No,2483,3333,144,,,Urban,N
LP011069,Female,No,,Not Graduate,,7100,3167,115,360,,Semiurban,N
LP011070,Female,,2,Graduate,Yes,2645,3022,700,360,0,Semiurban,Y
LP011071,Female,Yes,2,Not Graduate,,3000,1459,115,120,1,Semiurban,N
LP011072,Male,,1,Not Graduate,No,8333,500,700,180,,Semiurban,Y
LP011073,,No,1,Graduate,No,5417,2250,35,360,0,Urban,Y
LP011074,Male,Yes,3,Not Graduate,Yes,3000,736,150,240,1,Rural,Y
LP011075,Female,Yes,1,Not Graduate,,4300,5654,97,120,0,Rural,N
LP011076,,No,1,Not Graduate,,3416,6250,315,60,0,Urban,N
LP011077,,No,2,Not Graduate,,2600,688,290,360,,Urban,Y
LP011078,Male,No,3,Graduate,,2491,7750,124,300,1,Semiurban,N
LP011079,Female,No,1,Not Graduate,Yes,13650,1330,144,360,0,Semiurban,Y
LP011080,Male,No,1,Graduate,No,3750,4417,98,84,,Urban,N
LP011081,,Yes,3,Not Graduate,Yes,4843,2791,315,180,,Rural,Y
LP011082,Male,No,,Not Graduate,,2833,800,50,84,0,Semiurban,Y
LP011083,Male,Yes,3,Not Graduate,,3029,5250,330,480,0,Urban,Y
